location,date,population,new_cases,population_density,median_age,aged_70_older,aged_65_older,cardiovasc_death_rate,diabetes_prevalence,smokers,hospital_beds_per_thousand,gdp_per_capita,life_expectancy,human_development_index,reproduction_rate,stringency_index,new_deaths
Austria,6/4/2020,9006400,34,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.95,47.22,0
Austria,6/5/2020,9006400,38,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1,47.22,2
Austria,6/6/2020,9006400,55,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.03,47.22,0
Austria,6/7/2020,9006400,4,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1,47.22,0
Austria,6/8/2020,9006400,66,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.03,47.22,0
Austria,6/9/2020,9006400,11,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.97,47.22,0
Austria,6/10/2020,9006400,26,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.96,47.22,1
Austria,6/11/2020,9006400,29,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.96,47.22,1
Austria,6/12/2020,9006400,30,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.97,47.22,1
Austria,6/13/2020,9006400,14,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.97,47.22,2
Austria,6/14/2020,9006400,31,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.01,47.22,0
Austria,6/15/2020,9006400,26,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.04,47.22,1
Austria,6/16/2020,9006400,54,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.09,47.22,3
Austria,6/17/2020,9006400,14,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.07,47.22,6
Austria,6/18/2020,9006400,20,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.09,47.22,1
Austria,6/19/2020,9006400,48,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.16,47.22,0
Austria,6/20/2020,9006400,52,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.17,47.22,0
Austria,6/21/2020,9006400,18,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.15,47.22,2
Austria,6/22/2020,9006400,39,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.17,47.22,0
Austria,6/23/2020,9006400,28,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.19,47.22,3
Austria,6/24/2020,9006400,41,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.23,47.22,0
Austria,6/25/2020,9006400,28,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.27,47.22,5
Austria,6/26/2020,9006400,45,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.34,47.22,0
Austria,6/27/2020,9006400,58,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.42,47.22,2
Austria,6/28/2020,9006400,74,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.46,47.22,2
Austria,6/29/2020,9006400,69,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.47,47.22,1
Austria,6/30/2020,9006400,43,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.47,47.22,2
Austria,7/1/2020,9006400,107,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.51,47.22,0
Austria,7/2/2020,9006400,68,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.49,47.22,0
Austria,7/3/2020,9006400,109,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.49,47.22,0
Austria,7/4/2020,9006400,115,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.45,47.22,0
Austria,7/5/2020,9006400,115,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.39,47.22,1
Austria,7/6/2020,9006400,85,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.31,47.22,0
Austria,7/7/2020,9006400,56,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.25,47.22,0
Austria,7/8/2020,9006400,92,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.23,47.22,0
Austria,7/9/2020,9006400,102,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.22,47.22,0
Austria,7/10/2020,9006400,94,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.19,35.19,0
Austria,7/11/2020,9006400,74,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.17,35.19,0
Austria,7/12/2020,9006400,114,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.17,35.19,2
Austria,7/13/2020,9006400,51,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.15,35.19,0
Austria,7/14/2020,9006400,73,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.17,35.19,1
Austria,7/15/2020,9006400,133,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.22,35.19,1
Austria,7/16/2020,9006400,116,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.23,35.19,1
Austria,7/17/2020,9006400,169,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.24,35.19,0
Austria,7/18/2020,9006400,134,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.19,35.19,0
Austria,7/19/2020,9006400,82,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.13,35.19,0
Austria,7/20/2020,9006400,88,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.11,35.19,0
Austria,7/21/2020,9006400,84,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.1,35.19,0
Austria,7/22/2020,9006400,102,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.12,35.19,1
Austria,7/23/2020,9006400,170,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.15,35.19,0
Austria,7/24/2020,9006400,115,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.13,35.19,0
Austria,7/25/2020,9006400,124,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.11,35.19,1
Austria,7/26/2020,9006400,134,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.1,35.19,0
Austria,7/27/2020,9006400,86,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.08,35.19,1
Austria,7/28/2020,9006400,119,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.08,35.19,0
Austria,7/29/2020,9006400,173,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.09,35.19,3
Austria,7/30/2020,9006400,105,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,35.19,2
Austria,7/31/2020,9006400,175,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.05,35.19,0
Austria,8/1/2020,9006400,82,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1,35.19,0
Austria,8/2/2020,9006400,92,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.97,35.19,0
Austria,8/3/2020,9006400,81,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.97,35.19,0
Austria,8/4/2020,9006400,96,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,0.99,35.19,1
Austria,8/5/2020,9006400,85,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.01,35.19,0
Austria,8/6/2020,9006400,130,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.05,35.19,0
Austria,8/7/2020,9006400,141,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.08,35.19,1
Austria,8/8/2020,9006400,82,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.09,35.19,1
Austria,8/9/2020,9006400,114,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.13,35.19,0
Austria,8/10/2020,9006400,73,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.18,35.19,2
Austria,8/11/2020,9006400,139,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.27,35.19,0
Austria,8/12/2020,9006400,194,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.35,35.19,1
Austria,8/13/2020,9006400,155,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.4,35.19,1
Austria,8/14/2020,9006400,282,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.46,35.19,0
Austria,8/15/2020,9006400,303,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.45,35.19,3
Austria,8/16/2020,9006400,191,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.41,35.19,0
Austria,8/17/2020,9006400,164,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.38,35.19,1
Austria,8/18/2020,9006400,295,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.39,35.19,0
Austria,8/19/2020,9006400,255,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.37,35.19,0
Austria,8/20/2020,9006400,347,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.36,35.19,0
Austria,8/21/2020,9006400,331,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.32,35.19,1
Austria,8/22/2020,9006400,300,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.26,35.19,2
Austria,8/23/2020,9006400,191,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.2,35.19,0
Austria,8/24/2020,9006400,242,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.18,35.19,1
Austria,8/25/2020,9006400,211,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.17,35.19,0
Austria,8/26/2020,9006400,327,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.18,35.19,0
Austria,8/27/2020,9006400,328,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.17,35.19,0
Austria,8/28/2020,9006400,229,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.15,35.19,0
Austria,8/29/2020,9006400,395,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.15,35.19,0
Austria,8/30/2020,9006400,181,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.12,35.19,0
Austria,8/31/2020,9006400,272,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.13,35.19,0
Austria,9/1/2020,9006400,204,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.14,35.19,1
Austria,9/2/2020,9006400,327,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.18,35.19,0
Austria,9/3/2020,9006400,403,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.21,35.19,1
Austria,9/4/2020,9006400,357,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.22,35.19,0
Austria,9/5/2020,9006400,358,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.23,35.19,0
Austria,9/6/2020,9006400,184,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.23,36.11,1
Austria,9/7/2020,9006400,290,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.29,36.11,10
Austria,9/8/2020,9006400,520,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.37,36.11,1
Austria,9/9/2020,9006400,502,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.41,36.11,0
Austria,9/10/2020,9006400,664,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.44,36.11,1
Austria,9/11/2020,9006400,580,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.43,36.11,2
Austria,9/12/2020,9006400,869,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.42,36.11,4
Austria,9/13/2020,9006400,463,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.36,36.11,2
Austria,9/14/2020,9006400,382,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.33,36.11,1
Austria,9/15/2020,9006400,764,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.34,36.11,0
Austria,9/16/2020,9006400,768,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.33,36.11,1
Austria,9/17/2020,9006400,780,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.31,37.04,0
Austria,9/18/2020,9006400,808,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.27,37.04,5
Austria,9/19/2020,9006400,813,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.23,37.04,2
Austria,9/20/2020,9006400,621,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.18,37.04,1
Austria,9/21/2020,9006400,563,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.14,37.04,1
Austria,9/22/2020,9006400,645,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.13,37.04,4
Austria,9/23/2020,9006400,681,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.12,37.04,6
Austria,9/24/2020,9006400,832,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.12,37.04,6
Austria,9/25/2020,9006400,684,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.1,37.04,3
Austria,9/26/2020,9006400,714,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.09,37.04,1
Austria,9/27/2020,9006400,662,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.08,37.04,0
Austria,9/28/2020,9006400,556,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.08,37.04,3
Austria,9/29/2020,9006400,609,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.09,40.74,6
Austria,9/30/2020,9006400,772,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.12,40.74,3
Austria,10/1/2020,9006400,873,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.14,40.74,3
Austria,10/2/2020,9006400,688,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.15,40.74,1
Austria,10/3/2020,9006400,1058,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.18,40.74,6
Austria,10/4/2020,9006400,714,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.17,40.74,4
Austria,10/5/2020,9006400,750,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.19,40.74,5
Austria,10/6/2020,9006400,923,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.21,40.74,4
Austria,10/7/2020,9006400,1029,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.24,40.74,8
Austria,10/8/2020,9006400,1209,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.26,40.74,8
Austria,10/9/2020,9006400,1131,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.25,40.74,4
Austria,10/10/2020,9006400,1235,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.25,40.74,10
Austria,10/11/2020,9006400,896,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.23,40.74,0
Austria,10/12/2020,9006400,979,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.23,40.74,4
Austria,10/13/2020,9006400,1028,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.25,44.91,6
Austria,10/14/2020,9006400,1346,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.29,44.91,11
Austria,10/15/2020,9006400,1552,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.31,44.91,5
Austria,10/16/2020,9006400,1163,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.32,44.91,5
Austria,10/17/2020,9006400,1747,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.35,58.8,7
Austria,10/18/2020,9006400,1672,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.36,58.8,4
Austria,10/19/2020,9006400,1121,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.36,58.8,11
Austria,10/20/2020,9006400,1524,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.4,58.8,10
Austria,10/21/2020,9006400,1958,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.46,58.8,11
Austria,10/22/2020,9006400,2435,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.51,58.8,16
Austria,10/23/2020,9006400,2571,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.54,60.19,13
Austria,10/24/2020,9006400,3614,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.56,60.19,11
Austria,10/25/2020,9006400,2782,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.54,60.19,14
Austria,10/26/2020,9006400,2456,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.52,60.19,13
Austria,10/27/2020,9006400,2835,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.53,64.81,13
Austria,10/28/2020,9006400,3394,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.56,64.81,22
Austria,10/29/2020,9006400,4453,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.58,64.81,29
Austria,10/30/2020,9006400,5627,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.59,64.81,26
Austria,10/31/2020,9006400,5349,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.56,64.81,27
Austria,11/1/2020,9006400,4956,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.51,64.81,21
Austria,11/2/2020,9006400,4135,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.47,75,29
Austria,11/3/2020,9006400,4182,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.46,75,33
Austria,11/4/2020,9006400,6901,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.47,75,35
Austria,11/5/2020,9006400,7416,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.46,75,41
Austria,11/6/2020,9006400,6464,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.42,75,72
Austria,11/7/2020,9006400,8241,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.38,75,37
Austria,11/8/2020,9006400,5933,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.33,75,34
Austria,11/9/2020,9006400,5593,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.29,75,43
Austria,11/10/2020,9006400,6120,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.27,75,45
Austria,11/11/2020,9006400,7514,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.26,75,65
Austria,11/12/2020,9006400,9262,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.25,75,44
Austria,11/13/2020,9006400,9586,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.21,75,53
Austria,11/14/2020,9006400,7063,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.15,75,85
Austria,11/15/2020,9006400,5665,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.09,75,83
Austria,11/16/2020,9006400,4657,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,75,58
Austria,11/17/2020,9006400,5984,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,58
Austria,11/18/2020,9006400,7091,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,109
Austria,11/19/2020,9006400,6995,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,62
Austria,11/20/2020,9006400,6668,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,108
Austria,11/21/2020,9006400,6611,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,104
Austria,11/22/2020,9006400,5226,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,60
Austria,11/23/2020,9006400,3145,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,71
Austria,11/24/2020,9006400,4377,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,118
Austria,11/25/2020,9006400,5802,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,90
Austria,11/26/2020,9006400,5526,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,106
Austria,11/27/2020,9006400,4954,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,113
Austria,11/28/2020,9006400,4669,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,132
Austria,11/29/2020,9006400,4047,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,87
Austria,11/30/2020,9006400,2748,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,79
Austria,12/1/2020,9006400,3033,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,141
Austria,12/2/2020,9006400,3972,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,121
Austria,12/3/2020,9006400,3969,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,92
Austria,12/4/2020,9006400,3815,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,113
Austria,12/5/2020,9006400,3444,106.749,44.4,13.748,19.202,145.183,6.35,29.65,7.37,45436.686,81.54,0.908,1.06,82.41,106
Belarus,1/23/2020,9449321,0,46.858,40.3,9.788,14.799,443.129,5.18,28.3,11,17167.967,74.79,0.808,0,0,0
Belarus,1/24/2020,9449321,0,46.858,40.3,9.788,14.799,443.129,5.18,28.3,11,17167.967,74.79,0.808,0,0,0
Belarus,1/25/2020,9449321,0,46.858,40.3,9.788,14.799,443.129,5.18,28.3,11,17167.967,74.79,0.808,0,0,0
Belarus,1/26/2020,9449321,0,46.858,40.3,9.788,14.799,443.129,5.18,28.3,11,17167.967,74.79,0.808,0,0,0
Belarus,1/27/2020,9449321,0,46.858,40.3,9.788,14.799,443.129,5.18,28.3,11,17167.967,74.79,0.808,0,0,0
Belarus,1/28/2020,9449321,0,46.858,40.3,9.788,14.799,443.129,5.18,28.3,11,17167.967,74.79,0.808,0,0,0
Belarus,1/29/2020,9449321,0,46.858,40.3,9.788,14.799,443.129,5.18,28.3,11,17167.967,74.79,0.808,0,0,0
Belarus,1/30/2020,9449321,0,46.858,40.3,9.788,14.799,443.129,5.18,28.3,11,17167.967,74.79,0.808,0,0,0
