location,date,population,new_cases,population_density,median_age,aged_70_older,aged_65_older,cardiovasc_death_rate,diabetes_prevalence,smokers,hospital_beds_per_thousand,gdp_per_capita,life_expectancy,human_development_index,reproduction_rate,stringency_index,new_deaths
Albania,1/23/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,1/24/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,1/25/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,1/26/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,1/27/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,1/28/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,1/29/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,1/30/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,1/31/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/1/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/2/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/3/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/4/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/5/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/6/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/7/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/8/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/9/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/10/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/11/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/12/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/13/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,0,0
Albania,2/14/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/15/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/16/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/17/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/18/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/19/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/20/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/21/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/22/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/23/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/24/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,5.56,0
Albania,2/25/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,2/26/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,2/27/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,2/28/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,2/29/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/1/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/2/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/3/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/4/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/5/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/6/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/7/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/8/2020,2877800,0,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,8.33,0
Albania,3/9/2020,2877800,2,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,36.11,0
Albania,3/10/2020,2877800,8,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,41.67,0
Albania,3/11/2020,2877800,2,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,51.85,1
Albania,3/12/2020,2877800,11,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,51.85,0
Albania,3/13/2020,2877800,10,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,78.7,0
Albania,3/14/2020,2877800,5,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,78.7,0
Albania,3/15/2020,2877800,4,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,81.48,0
Albania,3/16/2020,2877800,9,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,81.48,0
Albania,3/17/2020,2877800,4,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,81.48,0
Albania,3/18/2020,2877800,4,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,81.48,1
Albania,3/19/2020,2877800,5,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,81.48,0
Albania,3/20/2020,2877800,6,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,81.48,0
Albania,3/21/2020,2877800,6,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,81.48,0
Albania,3/22/2020,2877800,13,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,81.48,0
Albania,3/23/2020,2877800,15,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0,84.26,2
Albania,3/24/2020,2877800,19,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.22,84.26,1
Albania,3/25/2020,2877800,23,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.21,84.26,0
Albania,3/26/2020,2877800,28,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,84.26,1
Albania,3/27/2020,2877800,12,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.07,84.26,2
Albania,3/28/2020,2877800,11,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.02,84.26,2
Albania,3/29/2020,2877800,15,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.02,84.26,0
Albania,3/30/2020,2877800,11,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.03,84.26,1
Albania,3/31/2020,2877800,20,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.08,84.26,4
Albania,4/1/2020,2877800,16,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.1,84.26,0
Albania,4/2/2020,2877800,18,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.13,84.26,1
Albania,4/3/2020,2877800,27,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,84.26,1
Albania,4/4/2020,2877800,29,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.16,84.26,3
Albania,4/5/2020,2877800,28,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.09,84.26,0
Albania,4/6/2020,2877800,16,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.98,84.26,1
Albania,4/7/2020,2877800,6,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.89,84.26,1
Albania,4/8/2020,2877800,17,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.88,84.26,0
Albania,4/9/2020,2877800,9,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.85,84.26,1
Albania,4/10/2020,2877800,7,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.86,84.26,0
Albania,4/11/2020,2877800,17,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.92,84.26,0
Albania,4/12/2020,2877800,13,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.96,84.26,0
Albania,4/13/2020,2877800,21,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.01,84.26,0
Albania,4/14/2020,2877800,8,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1,84.26,1
Albania,4/15/2020,2877800,19,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.07,84.26,1
Albania,4/16/2020,2877800,24,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.11,84.26,1
Albania,4/17/2020,2877800,21,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.09,84.26,0
Albania,4/18/2020,2877800,9,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.05,89.81,0
Albania,4/19/2020,2877800,14,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.08,89.81,0
Albania,4/20/2020,2877800,22,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.14,89.81,0
Albania,4/21/2020,2877800,25,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,89.81,0
Albania,4/22/2020,2877800,25,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,89.81,1
Albania,4/23/2020,2877800,29,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.14,89.81,0
Albania,4/24/2020,2877800,15,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.06,89.81,0
Albania,4/25/2020,2877800,34,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.03,89.81,0
Albania,4/26/2020,2877800,14,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.92,89.81,1
Albania,4/27/2020,2877800,10,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.84,89.81,0
Albania,4/28/2020,2877800,14,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.8,89.81,2
Albania,4/29/2020,2877800,16,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.76,89.81,0
Albania,4/30/2020,2877800,7,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.71,89.81,1
Albania,5/1/2020,2877800,9,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.69,89.81,0
Albania,5/2/2020,2877800,7,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.69,89.81,0
Albania,5/3/2020,2877800,6,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.71,89.81,0
Albania,5/4/2020,2877800,8,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.76,89.81,0
Albania,5/5/2020,2877800,17,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.83,89.81,0
Albania,5/6/2020,2877800,12,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.82,89.81,0
Albania,5/7/2020,2877800,10,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.8,89.81,0
Albania,5/8/2020,2877800,8,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.79,89.81,0
Albania,5/9/2020,2877800,6,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.78,89.81,0
Albania,5/10/2020,2877800,12,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.81,89.81,0
Albania,5/11/2020,2877800,4,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.8,89.81,0
Albania,5/12/2020,2877800,4,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.85,89.81,0
Albania,5/13/2020,2877800,4,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.95,89.81,0
Albania,5/14/2020,2877800,18,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.11,89.81,0
Albania,5/15/2020,2877800,18,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.15,89.81,0
Albania,5/16/2020,2877800,17,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.11,89.81,0
Albania,5/17/2020,2877800,13,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.02,89.81,0
Albania,5/18/2020,2877800,2,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.92,83.33,0
Albania,5/19/2020,2877800,1,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,0.91,83.33,0
Albania,5/20/2020,2877800,15,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.01,83.33,0
Albania,5/21/2020,2877800,5,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.01,83.33,0
Albania,5/22/2020,2877800,12,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.08,83.33,0
Albania,5/23/2020,2877800,8,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.12,83.33,0
Albania,5/24/2020,2877800,9,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.19,83.33,1
Albania,5/25/2020,2877800,6,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.29,83.33,0
Albania,5/26/2020,2877800,25,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.48,86.11,1
Albania,5/27/2020,2877800,21,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.5,86.11,0
Albania,5/28/2020,2877800,26,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.49,86.11,0
Albania,5/29/2020,2877800,23,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.42,86.11,0
Albania,5/30/2020,2877800,23,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.33,86.11,0
Albania,5/31/2020,2877800,15,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.22,86.11,0
Albania,6/1/2020,2877800,6,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.16,71.3,0
Albania,6/2/2020,2877800,21,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.19,71.3,0
Albania,6/3/2020,2877800,20,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.19,71.3,0
Albania,6/4/2020,2877800,13,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,71.3,0
Albania,6/5/2020,2877800,15,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.2,71.3,0
Albania,6/6/2020,2877800,20,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.26,71.3,1
Albania,6/7/2020,2877800,14,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.31,71.3,0
Albania,6/8/2020,2877800,17,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.41,71.3,0
Albania,6/9/2020,2877800,36,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.56,71.3,0
Albania,6/10/2020,2877800,42,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.64,71.3,0
Albania,6/11/2020,2877800,44,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.64,71.3,1
Albania,6/12/2020,2877800,31,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.62,71.3,1
Albania,6/13/2020,2877800,48,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.65,71.3,0
Albania,6/14/2020,2877800,57,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.66,71.3,0
Albania,6/15/2020,2877800,69,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.65,71.3,0
Albania,6/16/2020,2877800,82,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.6,71.3,1
Albania,6/17/2020,2877800,50,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.47,71.3,1
Albania,6/18/2020,2877800,66,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.4,71.3,1
Albania,6/19/2020,2877800,50,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.32,71.3,3
Albania,6/20/2020,2877800,53,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.27,71.3,1
Albania,6/21/2020,2877800,71,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.25,71.3,1
Albania,6/22/2020,2877800,33,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.19,68.52,0
Albania,6/23/2020,2877800,52,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.2,68.52,1
Albania,6/24/2020,2877800,67,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.23,68.52,2
Albania,6/25/2020,2877800,78,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.24,68.52,2
Albania,6/26/2020,2877800,77,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.22,68.52,2
Albania,6/27/2020,2877800,61,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.19,68.52,2
Albania,6/28/2020,2877800,72,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,68.52,2
Albania,6/29/2020,2877800,64,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.15,68.52,3
Albania,6/30/2020,2877800,69,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.13,68.52,4
Albania,7/1/2020,2877800,45,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.12,68.52,3
Albania,7/2/2020,2877800,82,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.15,68.52,4
Albania,7/3/2020,2877800,90,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.16,68.52,3
Albania,7/4/2020,2877800,67,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.14,68.52,2
Albania,7/5/2020,2877800,74,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.13,68.52,2
Albania,7/6/2020,2877800,71,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.12,62.96,3
Albania,7/7/2020,2877800,74,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.12,62.96,2
Albania,7/8/2020,2877800,68,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.13,62.96,2
Albania,7/9/2020,2877800,82,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.15,62.96,0
Albania,7/10/2020,2877800,90,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,62.96,2
Albania,7/11/2020,2877800,93,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,62.96,4
Albania,7/12/2020,2877800,83,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.17,62.96,4
Albania,7/13/2020,2877800,117,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.18,62.96,2
Albania,7/14/2020,2877800,96,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.14,62.96,2
Albania,7/15/2020,2877800,85,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.11,62.96,4
Albania,7/16/2020,2877800,99,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.09,62.96,3
Albania,7/17/2020,2877800,55,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.05,62.96,3
Albania,7/18/2020,2877800,102,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.07,62.96,4
Albania,7/19/2020,2877800,82,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.07,62.96,1
Albania,7/20/2020,2877800,81,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.08,62.96,1
Albania,7/21/2020,2877800,119,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.1,62.96,4
Albania,7/22/2020,2877800,68,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.08,62.96,3
Albania,7/23/2020,2877800,108,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.1,62.96,3
Albania,7/24/2020,2877800,104,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.1,62.96,5
Albania,7/25/2020,2877800,67,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.09,62.96,6
Albania,7/26/2020,2877800,126,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.13,62.96,4
Albania,7/27/2020,2877800,117,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.13,62.96,6
Albania,7/28/2020,2877800,117,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.12,62.96,4
Albania,7/29/2020,2877800,108,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.1,62.96,2
Albania,7/30/2020,2877800,92,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.08,62.96,4
Albania,7/31/2020,2877800,79,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.08,62.96,3
Albania,8/1/2020,2877800,120,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.11,62.96,4
Albania,8/2/2020,2877800,123,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.12,62.96,5
Albania,8/3/2020,2877800,101,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.13,62.96,6
Albania,8/4/2020,2877800,130,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.15,62.96,4
Albania,8/5/2020,2877800,139,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.16,62.96,6
Albania,8/6/2020,2877800,127,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.15,62.96,6
Albania,8/7/2020,2877800,135,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.14,57.41,1
Albania,8/8/2020,2877800,124,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.13,57.41,4
Albania,8/9/2020,2877800,136,104.871,38,8.643,13.188,304.195,10.08,29.15,2.89,11803.431,78.57,0.785,1.12,57.41,6
